cardholder_id,segment,age_band,state,credit_limit,open_date
46318,Gold,35-44,North Carolina,31000,2019-06-15
46319,Platinum,35-44,Colorado,67000,2020-09-30
46320,Green,45-54,Illinois,19000,2020-11-13
46321,Platinum,45-54,Nevada,56000,2020-03-01
46322,Green,45-54,New York,15500,2023-05-11
46323,Gold,25-34,Oregon,43500,2023-11-20
46324,Green,25-34,Washington,18500,2021-09-04
46325,Green,25-34,Minnesota,18500,2023-01-11
46326,Green,55-64,Mississippi,9000,2021-03-17
46327,Gold,35-44,California,18000,2021-04-14
46328,Platinum,25-34,California,80500,2020-01-18
46329,Green,35-44,California,13000,2023-09-05
46330,Gold,18-24,Florida,35500,2019-05-22
46331,Gold,55-64,Illinois,35000,2023-10-23
46332,Green,25-34,Florida,10000,2021-11-28
46333,Gold,35-44,California,27500,2020-04-18
46334,Green,65+,South Carolina,17000,2021-03-24
46335,Entry,25-34,Texas,7000,2020-09-16
46336,Gold,25-34,Georgia,30000,2023-01-23
46337,Entry,35-44,South Carolina,5500,2023-12-14
46338,Green,65+,Georgia,7500,2021-07-07
46339,Gold,55-64,Florida,36500,2021-01-27
46340,Gold,45-54,Michigan,36500,2021-11-05
46341,Green,55-64,North Dakota,6500,2021-08-29
46342,Green,35-44,Washington,17500,2019-01-14
46343,Gold,35-44,Massachusetts,25000,2023-08-04
46344,Gold,35-44,Texas,36500,2022-03-09
46345,Gold,35-44,New York,22000,2022-07-27
46346,Green,45-54,Minnesota,14500,2023-09-28
46347,Platinum,55-64,Tennessee,44500,2021-11-16
46348,Green,35-44,New York,9000,2020-03-01
46349,Entry,55-64,Ohio,2500,2023-09-30
46350,Green,45-54,Nevada,18000,2022-02-28
46351,Gold,55-64,Texas,29500,2023-05-14
46352,Platinum,45-54,Colorado,83500,2022-03-04
46353,Green,45-54,Florida,12000,2020-03-05
46354,Entry,18-24,California,2000,2020-09-07
46355,Green,55-64,New York,9500,2019-06-09
46356,Green,55-64,Illinois,9000,2019-09-22
46357,Platinum,55-64,Tennessee,48500,2021-11-18
46358,Green,45-54,California,16500,2023-03-30
46359,Green,45-54,Maryland,10500,2019-02-11
46360,Entry,25-34,Florida,2500,2023-10-28
46361,Green,18-24,Texas,6500,2021-04-12
46362,Green,25-34,Florida,14500,2020-09-10
46363,Green,35-44,Louisiana,6000,2023-08-30
46364,Entry,25-34,North Carolina,2500,2022-01-26
46365,Green,55-64,Florida,15500,2021-06-24
46366,Gold,65+,Illinois,25000,2022-03-02
46367,Green,45-54,Colorado,10000,2019-06-01
46368,Green,35-44,California,14000,2021-05-23
46369,Green,25-34,Iowa,11000,2022-06-08
46370,Green,55-64,Wisconsin,13000,2023-04-03
46371,Green,55-64,Utah,14500,2021-11-20
46372,Green,25-34,Massachusetts,19000,2022-03-23
46373,Platinum,18-24,Washington,94000,2022-07-08
46374,Green,55-64,Florida,6500,2019-08-05
46375,Gold,55-64,New York,22000,2019-01-13
46376,Entry,65+,California,1000,2019-11-07
46377,Entry,35-44,California,5000,2023-11-30
46378,Gold,45-54,California,39500,2020-12-17
46379,Entry,55-64,Texas,4500,2023-11-21
46380,Gold,35-44,Texas,34500,2019-07-16
46381,Green,35-44,New Jersey,14500,2022-08-25
46382,Platinum,35-44,California,60500,2020-08-17
46383,Platinum,18-24,Tennessee,73500,2021-03-08
46384,Green,55-64,Pennsylvania,16500,2023-10-10
46385,Green,65+,Arkansas,9000,2021-05-20
46386,Green,35-44,Washington,18000,2020-11-19
46387,Gold,45-54,North Carolina,30000,2023-10-09
46388,Gold,35-44,Arizona,15000,2020-05-01
46389,Green,35-44,Ohio,10000,2019-04-24
46390,Gold,25-34,North Carolina,41500,2023-06-14
46391,Gold,35-44,Michigan,25500,2023-12-25
46392,Green,25-34,Missouri,6500,2019-12-14
46393,Entry,45-54,Alabama,6000,2019-07-24
46394,Platinum,35-44,Virginia,82000,2023-08-21
46395,Green,45-54,Alabama,8500,2021-12-22
46396,Green,45-54,Georgia,5000,2022-07-31
46397,Gold,55-64,New York,35000,2020-06-05
46398,Green,25-34,Florida,12000,2019-01-23
46399,Green,55-64,Indiana,8500,2021-09-11
46400,Platinum,65+,Massachusetts,85000,2023-02-02
46401,Green,45-54,New York,8000,2023-05-14
46402,Green,25-34,North Carolina,18500,2023-01-06
46403,Gold,55-64,Massachusetts,31000,2023-11-18
46404,Green,45-54,Wyoming,13500,2020-01-15
46405,Platinum,55-64,Ohio,43500,2019-02-11
46406,Gold,35-44,South Carolina,26500,2021-01-07
46407,Gold,55-64,Florida,19500,2022-03-04
46408,Green,25-34,Arizona,12500,2020-03-30
46409,Platinum,35-44,Minnesota,96000,2023-07-22
46410,Gold,35-44,Connecticut,24000,2023-11-06
46411,Gold,55-64,Ohio,22000,2020-04-28
46412,Green,55-64,Maryland,14000,2021-01-23
46413,Green,45-54,Georgia,19000,2019-11-16
46414,Platinum,25-34,Massachusetts,96500,2020-05-23
46415,Entry,55-64,New York,5500,2023-12-23
46416,Green,45-54,Wisconsin,13500,2021-11-07
46417,Green,55-64,Nebraska,10000,2023-03-03
46418,Green,65+,New Jersey,18500,2020-10-24
46419,Gold,35-44,New York,24000,2022-12-08
46420,Entry,45-54,California,6000,2021-02-22
46421,Platinum,65+,California,95500,2019-07-21
46422,Green,25-34,Michigan,15500,2019-03-18
46423,Green,55-64,Minnesota,19500,2020-09-25
46424,Entry,25-34,Massachusetts,3500,2021-06-28
46425,Gold,18-24,Massachusetts,29000,2022-10-16
46426,Green,55-64,Alabama,6000,2021-01-23
46427,Green,65+,Pennsylvania,11000,2021-12-03
46428,Platinum,18-24,Ohio,41500,2021-11-21
46429,Platinum,55-64,New York,85500,2019-05-01
46430,Gold,45-54,Vermont,44000,2019-09-22
46431,Platinum,45-54,Oklahoma,87500,2022-02-18
46432,Platinum,35-44,New York,83500,2020-11-12
46433,Green,35-44,New York,5000,2021-06-12
46434,Green,35-44,New Jersey,6500,2019-05-19
46435,Entry,35-44,Texas,3500,2019-02-26
46436,Gold,65+,Texas,29000,2021-01-12
46437,Gold,55-64,Maryland,40000,2021-11-18
46438,Green,35-44,Washington,6500,2022-06-03
46439,Green,45-54,New York,15500,2022-06-26
46440,Green,45-54,Illinois,5500,2022-07-22
46441,Gold,55-64,Texas,32500,2019-10-21
46442,Entry,25-34,Washington,4500,2023-04-24
46443,Gold,45-54,Texas,19000,2021-04-06
46444,Platinum,25-34,Florida,53500,2019-06-25
46445,Green,25-34,Nebraska,17000,2021-02-08
46446,Green,45-54,North Carolina,12000,2022-11-27
46447,Gold,55-64,Florida,31500,2023-05-16
46448,Green,35-44,Louisiana,19500,2021-07-16
46449,Green,35-44,Florida,19000,2021-08-14
46450,Green,55-64,Colorado,14000,2021-10-19
46451,Gold,18-24,Florida,24000,2021-08-16
46452,Platinum,45-54,New York,90000,2023-02-09
46453,Green,18-24,Pennsylvania,16000,2019-11-16
46454,Green,25-34,North Carolina,17500,2019-06-19
46455,Gold,45-54,Illinois,32500,2020-06-02
46456,Gold,35-44,Wisconsin,29500,2021-05-04
46457,Gold,25-34,Virginia,37000,2020-01-11
46458,Platinum,35-44,Mississippi,41500,2020-01-10
46459,Entry,55-64,Illinois,5000,2020-07-30
46460,Platinum,35-44,Georgia,65500,2020-03-27
46461,Green,35-44,Indiana,9500,2021-01-25
46462,Gold,25-34,New York,36000,2023-08-27
46463,Gold,35-44,Tennessee,23000,2020-12-18
46464,Entry,18-24,Washington,6500,2022-01-27
46465,Green,55-64,Washington,17500,2022-01-23
46466,Green,25-34,New York,8500,2023-03-14
46467,Green,55-64,New York,12500,2019-05-13
46468,Gold,35-44,Connecticut,31500,2022-10-01
46469,Green,55-64,California,16500,2023-09-15
46470,Gold,35-44,Georgia,25000,2023-10-03
46471,Green,25-34,Virginia,17500,2019-03-02
46472,Green,35-44,Texas,9000,2021-10-09
46473,Gold,25-34,Georgia,32000,2019-07-03
46474,Entry,35-44,South Carolina,1500,2019-08-09
46475,Green,35-44,Oregon,14000,2020-03-24
46476,Green,35-44,Nevada,18500,2021-09-26
46477,Platinum,35-44,Illinois,56000,2019-01-25
46478,Entry,25-34,Washington,4000,2020-12-06
46479,Entry,25-34,Texas,3000,2020-03-16
46480,Green,45-54,Indiana,9500,2021-09-07
46481,Gold,45-54,Texas,27000,2022-11-26
46482,Gold,25-34,California,25500,2021-06-23
46483,Gold,25-34,Oregon,16000,2020-05-02
46484,Green,35-44,Florida,14500,2019-05-31
46485,Platinum,65+,Colorado,63500,2020-08-13
46486,Entry,35-44,New Mexico,4500,2021-03-10
46487,Gold,55-64,Florida,32500,2020-10-10
46488,Green,55-64,Iowa,6500,2019-10-22
46489,Gold,45-54,New York,34000,2023-05-04
46490,Gold,35-44,New Jersey,21500,2021-11-02
46491,Green,45-54,North Carolina,14000,2022-08-08
46492,Green,35-44,New Jersey,18000,2023-05-04
46493,Green,65+,New York,19500,2020-10-08
46494,Gold,35-44,New Jersey,35000,2023-09-15
46495,Gold,55-64,Michigan,29000,2023-05-16
46496,Green,45-54,California,9500,2023-07-23
46497,Green,25-34,Arizona,5500,2019-07-30
46498,Green,25-34,Illinois,6000,2020-11-06
46499,Gold,35-44,Nevada,21000,2021-03-17
46500,Green,35-44,Florida,19500,2023-08-29
46501,Gold,18-24,Michigan,41000,2019-06-07
46502,Gold,55-64,Washington,18500,2022-08-01
46503,Gold,25-34,Arizona,29500,2022-03-29
46504,Platinum,55-64,Texas,53000,2023-11-20
46505,Gold,35-44,New York,15000,2019-03-30
46506,Platinum,45-54,Massachusetts,67500,2023-06-20
46507,Green,35-44,California,16000,2023-05-26
46508,Green,65+,South Carolina,9000,2020-03-20
46509,Entry,35-44,Michigan,3500,2021-03-24
46510,Platinum,35-44,California,82500,2023-04-25
46511,Gold,45-54,North Carolina,30500,2019-07-04
46512,Green,35-44,South Dakota,5500,2020-11-30
46513,Gold,45-54,California,19500,2019-01-10
46514,Platinum,35-44,California,65500,2021-08-12
46515,Gold,45-54,Florida,36500,2019-01-16
46516,Green,65+,Pennsylvania,14000,2023-10-08
46517,Green,65+,North Carolina,16000,2021-01-09
46518,Entry,25-34,Pennsylvania,7500,2022-12-16
46519,Green,35-44,Massachusetts,8500,2021-08-20
46520,Gold,35-44,New Jersey,20000,2019-11-28
46521,Green,25-34,California,11500,2023-01-01
46522,Green,45-54,Illinois,14500,2020-08-22
46523,Gold,65+,Texas,23500,2023-06-17
46524,Entry,25-34,Massachusetts,4000,2021-09-07
46525,Green,25-34,Virginia,12000,2022-08-04
46526,Green,55-64,Oregon,7500,2019-01-20
46527,Platinum,35-44,Maryland,63000,2020-12-23
46528,Green,35-44,North Dakota,10500,2022-12-23
46529,Green,45-54,California,5500,2021-08-29
46530,Gold,25-34,Maryland,33500,2020-04-14
46531,Gold,35-44,Connecticut,34000,2022-04-12
46532,Platinum,25-34,Oklahoma,96500,2019-09-23
46533,Platinum,35-44,California,69000,2020-03-25
46534,Green,25-34,Massachusetts,19500,2023-05-25
46535,Gold,45-54,Indiana,34000,2023-08-15
46536,Entry,25-34,Texas,2000,2022-01-12
46537,Green,45-54,North Carolina,11500,2022-06-18
46538,Gold,35-44,Pennsylvania,41000,2022-09-19
46539,Gold,45-54,Texas,24000,2021-05-20
46540,Gold,55-64,Illinois,22000,2019-06-22
46541,Platinum,35-44,New York,78500,2021-10-30
46542,Platinum,45-54,Maryland,77500,2020-11-03
46543,Gold,55-64,Colorado,37000,2020-05-24
46544,Entry,45-54,California,5000,2019-01-09
46545,Entry,35-44,North Carolina,6500,2019-09-22
46546,Green,65+,California,8000,2019-03-18
46547,Green,18-24,Louisiana,5500,2022-06-21
46548,Green,35-44,California,9000,2019-11-02
46549,Green,55-64,Texas,5000,2022-11-02
46550,Gold,35-44,Texas,30500,2021-05-29
46551,Green,35-44,Minnesota,14500,2021-05-11
46552,Entry,25-34,Pennsylvania,7500,2019-03-01
46553,Platinum,55-64,Texas,62500,2022-07-14
46554,Gold,65+,Texas,33500,2019-07-20
46555,Gold,65+,Florida,29500,2020-01-19
46556,Platinum,18-24,North Carolina,79000,2020-04-10
46557,Gold,25-34,Minnesota,19500,2019-03-25
46558,Gold,35-44,New Jersey,34000,2023-05-22
46559,Entry,25-34,California,6500,2019-06-03
46560,Green,45-54,Massachusetts,18500,2021-03-22
46561,Entry,55-64,California,4500,2020-10-06
46562,Platinum,25-34,North Carolina,48500,2021-10-10
46563,Platinum,18-24,Texas,96500,2023-07-03
46564,Platinum,65+,Indiana,48000,2019-07-26
46565,Entry,35-44,Illinois,2000,2021-01-14
46566,Platinum,18-24,Missouri,46500,2023-05-15
46567,Green,45-54,Alabama,10500,2021-08-27
46568,Gold,45-54,Illinois,41000,2020-12-29
46569,Platinum,55-64,Washington,57000,2020-02-19
46570,Platinum,35-44,Connecticut,80500,2023-05-08
46571,Green,45-54,New York,16000,2021-07-22
46572,Gold,35-44,California,28500,2019-08-23
46573,Gold,45-54,Ohio,37000,2020-05-02
46574,Gold,65+,Georgia,40500,2023-06-04
46575,Green,65+,Illinois,10000,2021-07-26
46576,Green,45-54,Nebraska,10000,2021-11-15
46577,Entry,45-54,Illinois,6000,2023-12-20
46578,Gold,35-44,North Carolina,15000,2019-06-09
46579,Gold,35-44,California,16500,2022-08-13
46580,Green,55-64,California,13500,2020-03-24
46581,Gold,45-54,North Carolina,21000,2021-01-26
46582,Green,35-44,Alabama,17000,2023-07-06
46583,Entry,45-54,Wisconsin,6000,2023-08-20
46584,Green,25-34,North Carolina,7500,2021-06-14
46585,Gold,65+,Ohio,39000,2023-10-22
46586,Gold,35-44,Tennessee,42000,2019-09-29
46587,Entry,35-44,California,4000,2022-02-23
46588,Gold,18-24,Illinois,22500,2022-08-14
46589,Green,45-54,California,19000,2021-05-04
46590,Entry,65+,Ohio,7500,2020-10-25
46591,Green,35-44,New Jersey,7500,2019-12-15
46592,Green,35-44,Ohio,5500,2023-10-31
46593,Green,35-44,New York,17500,2023-04-05
46594,Gold,35-44,Pennsylvania,15500,2022-12-31
46595,Green,45-54,Florida,17000,2019-07-30
46596,Gold,25-34,Texas,32500,2023-11-28
46597,Gold,65+,Tennessee,27500,2023-12-05
46598,Green,35-44,Texas,16500,2023-08-29
46599,Green,45-54,Wisconsin,9500,2021-12-20
46600,Green,55-64,Massachusetts,6000,2021-12-02
46601,Green,35-44,Oregon,5500,2020-03-31
46602,Gold,45-54,Texas,27000,2020-05-07
46603,Green,45-54,Illinois,17500,2020-06-15
46604,Gold,25-34,Texas,19000,2022-12-28
46605,Green,65+,California,14000,2020-11-28
46606,Green,35-44,Tennessee,15000,2019-08-01
46607,Gold,25-34,West Virginia,29500,2020-06-16
46608,Green,65+,Arizona,11000,2020-04-13
46609,Green,45-54,California,5500,2023-05-28
46610,Green,45-54,Alabama,12500,2023-10-08
46611,Green,55-64,Massachusetts,13000,2019-09-13
46612,Green,35-44,Maryland,17500,2019-04-12
46613,Gold,35-44,Massachusetts,41500,2020-06-25
46614,Green,25-34,Ohio,12000,2020-12-26
46615,Green,55-64,California,13500,2019-09-08
46616,Green,35-44,California,13000,2019-08-27
46617,Gold,35-44,New Mexico,21000,2019-06-11
46618,Gold,35-44,California,19000,2021-10-26
46619,Platinum,45-54,Michigan,75500,2021-11-01
46620,Gold,45-54,New York,18500,2019-07-23
46621,Platinum,35-44,Idaho,93500,2023-03-31
46622,Green,35-44,Ohio,10000,2023-07-11
46623,Green,25-34,New York,19000,2022-12-18
46624,Green,35-44,Florida,13000,2021-12-17
46625,Green,45-54,Illinois,16000,2021-09-17
46626,Gold,35-44,California,31000,2023-12-11
46627,Green,18-24,Florida,7000,2019-01-26
46628,Entry,35-44,Texas,7000,2022-03-18
46629,Green,65+,Maine,15500,2022-01-22
46630,Platinum,25-34,Florida,66000,2022-07-02
46631,Green,25-34,Texas,9500,2022-11-12
46632,Platinum,45-54,New Mexico,84000,2021-01-25
46633,Gold,65+,California,33000,2019-01-28
46634,Gold,18-24,Michigan,33500,2022-08-07
46635,Green,35-44,California,5500,2022-10-08
46636,Green,18-24,California,11000,2022-09-03
46637,Gold,25-34,New Jersey,41500,2019-01-28
46638,Green,35-44,California,7500,2023-01-13
46639,Green,35-44,Illinois,15500,2023-05-25
46640,Gold,35-44,Colorado,41000,2019-08-09
46641,Green,25-34,Virginia,9000,2022-04-16
46642,Gold,45-54,California,30500,2019-08-22
46643,Green,35-44,California,13500,2022-08-02
46644,Platinum,45-54,Florida,88500,2019-11-12
46645,Green,45-54,Nevada,17000,2019-11-07
46646,Platinum,45-54,South Carolina,66500,2019-01-06
46647,Gold,65+,Ohio,30000,2023-07-24
46648,Gold,25-34,Texas,19000,2019-06-27
46649,Green,65+,Colorado,18000,2021-02-14
46650,Green,25-34,Florida,5000,2023-10-26
46651,Platinum,55-64,New Mexico,87000,2019-11-04
46652,Platinum,45-54,New Jersey,99500,2019-10-16
46653,Green,45-54,California,12000,2019-06-02
46654,Green,45-54,Minnesota,10500,2022-05-26
46655,Green,45-54,Missouri,12500,2022-04-03
46656,Green,35-44,Illinois,9500,2020-01-26
46657,Green,18-24,Texas,15500,2022-03-06
46658,Gold,35-44,Georgia,16000,2020-09-25
46659,Green,35-44,Tennessee,13500,2022-10-18
46660,Green,25-34,Alaska,18500,2020-05-02
46661,Gold,35-44,Kentucky,38500,2023-10-17
46662,Gold,55-64,Alabama,23500,2023-09-25
46663,Green,35-44,Tennessee,11000,2019-05-19
46664,Green,65+,New Jersey,19000,2019-07-03
46665,Green,35-44,Florida,19500,2023-12-14
46666,Gold,25-34,California,40000,2023-07-30
46667,Platinum,35-44,Wyoming,89000,2023-02-04
46668,Platinum,25-34,California,92000,2020-07-19
46669,Entry,45-54,Georgia,6000,2023-02-10
46670,Entry,25-34,Massachusetts,1500,2023-05-18
46671,Gold,35-44,Ohio,29500,2019-01-06
46672,Platinum,55-64,Ohio,80000,2019-03-13
46673,Platinum,35-44,Pennsylvania,42000,2023-08-11
46674,Gold,35-44,Washington,32500,2020-04-07
46675,Gold,25-34,Pennsylvania,21500,2022-07-23
46676,Gold,45-54,North Carolina,38000,2019-12-07
46677,Green,35-44,California,8500,2022-07-10
46678,Green,65+,Illinois,16000,2023-09-02
46679,Platinum,25-34,Kansas,73000,2021-09-07
46680,Green,18-24,Georgia,6000,2021-05-17
46681,Green,35-44,Mississippi,9500,2020-04-02
46682,Platinum,18-24,Florida,80500,2021-06-21
46683,Green,35-44,California,8000,2022-02-06
46684,Platinum,35-44,California,94500,2023-12-22
46685,Gold,25-34,South Carolina,33500,2023-06-22
46686,Platinum,65+,New York,42000,2022-07-12
46687,Entry,35-44,New York,2000,2023-08-09
46688,Green,25-34,South Carolina,19500,2020-05-28
46689,Gold,18-24,Texas,27500,2022-11-03
46690,Green,35-44,Pennsylvania,15000,2021-06-16
46691,Gold,55-64,Iowa,42000,2023-04-14
46692,Entry,25-34,Arizona,5000,2020-01-16
46693,Green,45-54,Mississippi,15000,2023-09-14
46694,Green,65+,New York,13500,2021-12-01
46695,Green,35-44,New York,17500,2020-01-08
46696,Green,45-54,Virginia,16500,2020-02-22
46697,Green,45-54,Delaware,7500,2019-05-17
46698,Green,45-54,Virginia,14000,2020-10-10
46699,Gold,65+,Colorado,22000,2022-12-11
46700,Gold,45-54,Texas,20000,2023-05-13
46701,Platinum,18-24,Oregon,43000,2023-06-17
46702,Gold,18-24,Michigan,32000,2020-09-03
46703,Gold,18-24,Pennsylvania,21000,2022-01-25
46704,Platinum,35-44,North Carolina,86000,2023-11-28
46705,Gold,35-44,Arizona,38500,2022-04-26
46706,Green,55-64,California,19500,2020-12-04
46707,Green,45-54,Nebraska,8000,2023-07-24
46708,Platinum,65+,Washington,61500,2019-05-04
46709,Platinum,45-54,North Carolina,40500,2020-09-13
46710,Platinum,55-64,Georgia,89000,2020-08-05
46711,Green,25-34,West Virginia,19000,2020-10-05
46712,Green,45-54,Kentucky,14500,2021-05-21
46713,Entry,25-34,New York,6500,2023-10-24
46714,Green,45-54,California,12500,2019-04-18
46715,Green,55-64,Tennessee,6500,2021-01-19
46716,Platinum,35-44,New York,79000,2023-07-29
46717,Green,25-34,Texas,8500,2021-05-15
46718,Entry,25-34,Vermont,4500,2022-12-22
46719,Platinum,55-64,Illinois,57000,2022-12-26
46720,Green,35-44,Colorado,8500,2021-08-10
46721,Gold,35-44,Florida,21500,2019-10-05
46722,Gold,35-44,California,31500,2023-02-15
46723,Green,35-44,New York,12500,2023-04-04
46724,Green,55-64,California,18000,2023-12-14
46725,Green,35-44,California,18000,2019-07-08
46726,Green,45-54,Minnesota,11500,2020-08-27
46727,Green,65+,Louisiana,16000,2023-01-20
46728,Green,35-44,Mississippi,6000,2019-03-30
46729,Entry,25-34,Illinois,3000,2022-06-14
46730,Entry,35-44,New York,3500,2021-12-03
46731,Green,45-54,Minnesota,6000,2023-11-12
46732,Green,25-34,Pennsylvania,15000,2020-08-11
46733,Platinum,25-34,Wisconsin,40500,2021-08-11
46734,Platinum,18-24,Missouri,49500,2020-06-05
46735,Gold,45-54,Mississippi,33000,2021-12-27
46736,Gold,25-34,Florida,27000,2022-09-15
46737,Platinum,55-64,New York,50500,2019-09-03
46738,Gold,35-44,Georgia,29000,2020-08-08
46739,Platinum,65+,Ohio,53500,2023-03-21
46740,Green,35-44,Iowa,13500,2021-03-30
46741,Platinum,65+,Florida,90500,2021-11-21
46742,Green,65+,Colorado,17500,2021-02-21
46743,Gold,25-34,Florida,40000,2019-04-23
46744,Green,25-34,California,8500,2021-07-25
46745,Green,35-44,California,9000,2023-07-01
46746,Platinum,35-44,Texas,52000,2023-08-15
46747,Entry,45-54,Illinois,1000,2019-01-14
46748,Green,25-34,Virginia,15000,2022-09-10
46749,Platinum,45-54,Florida,75000,2023-02-14
46750,Gold,25-34,Oregon,37500,2020-05-24
46751,Green,25-34,Oklahoma,8500,2019-04-18
46752,Green,45-54,Louisiana,16000,2022-12-16
46753,Gold,25-34,California,40500,2023-08-24
46754,Entry,45-54,California,5000,2022-12-05
46755,Green,25-34,Tennessee,11500,2023-11-11
46756,Green,45-54,Arizona,18500,2019-03-01
46757,Green,45-54,New York,15000,2019-11-10
46758,Green,45-54,Alabama,6500,2023-06-10
46759,Gold,35-44,California,40500,2023-12-11
46760,Green,25-34,New York,9000,2022-09-22
46761,Green,55-64,New York,19500,2019-06-11
46762,Gold,25-34,California,43000,2020-12-16
46763,Platinum,65+,North Carolina,99500,2022-10-01
46764,Platinum,45-54,Texas,51500,2021-02-05
46765,Gold,45-54,Massachusetts,24500,2019-08-24
46766,Platinum,65+,Virginia,40500,2020-12-26
46767,Green,45-54,Massachusetts,16000,2020-05-07
46768,Green,25-34,Colorado,15500,2021-12-09
46769,Platinum,35-44,Delaware,76000,2019-05-17
46770,Green,45-54,Oregon,10500,2020-03-06
46771,Green,35-44,Pennsylvania,19000,2019-12-09
46772,Gold,18-24,New York,40500,2022-07-10
46773,Gold,25-34,Texas,35000,2023-11-01
46774,Gold,45-54,Missouri,36500,2020-01-04
46775,Green,45-54,New Jersey,8000,2019-12-16
46776,Gold,55-64,California,27500,2020-11-08
46777,Gold,65+,Oklahoma,20000,2019-03-05
46778,Platinum,55-64,Georgia,49000,2023-11-25
46779,Entry,35-44,California,5500,2022-08-05
46780,Green,35-44,Nebraska,8000,2020-06-26
46781,Green,35-44,Illinois,12500,2020-03-10
46782,Entry,55-64,Pennsylvania,2000,2021-08-01
46783,Gold,55-64,Virginia,31000,2020-04-09
46784,Green,45-54,Florida,18500,2019-05-18
46785,Gold,45-54,California,31500,2020-04-05
46786,Gold,55-64,Massachusetts,15500,2019-05-07
46787,Green,55-64,Florida,12000,2020-03-07
46788,Green,55-64,Arizona,11000,2021-05-04
46789,Gold,55-64,New Jersey,21500,2023-01-02
46790,Platinum,45-54,California,72500,2021-01-01
46791,Gold,35-44,Massachusetts,17500,2020-01-09
46792,Green,35-44,Wisconsin,13500,2020-02-19
46793,Platinum,35-44,California,73000,2019-01-11
46794,Green,55-64,Florida,17000,2019-02-28
46795,Green,25-34,Virginia,13500,2021-11-05
46796,Gold,35-44,Missouri,28500,2022-06-04
46797,Green,35-44,Virginia,12500,2022-07-25
46798,Platinum,65+,Wisconsin,74500,2023-05-18
46799,Green,35-44,Maryland,7500,2020-05-15
46800,Green,25-34,Minnesota,7500,2020-10-01
46801,Gold,45-54,Florida,43500,2020-04-08
46802,Gold,45-54,New York,15000,2019-01-27
46803,Entry,55-64,Ohio,2500,2022-10-30
46804,Platinum,55-64,North Carolina,80000,2021-09-29
46805,Green,25-34,California,13500,2021-12-22
46806,Gold,18-24,Kentucky,37500,2022-07-18
46807,Green,45-54,Florida,17500,2020-09-20
46808,Green,45-54,Texas,19000,2023-08-08
46809,Green,25-34,Texas,11000,2023-02-22
46810,Gold,65+,Florida,21000,2019-06-21
46811,Green,55-64,Florida,5500,2019-09-10
46812,Platinum,45-54,Kentucky,66000,2021-03-08
46813,Platinum,18-24,Florida,92500,2021-02-10
46814,Green,25-34,New York,19000,2022-06-27
46815,Green,35-44,Illinois,6500,2019-11-14
46816,Gold,18-24,Texas,19500,2019-03-12
46817,Green,55-64,Ohio,17500,2022-04-09
46818,Green,18-24,Louisiana,6000,2020-03-12
46819,Gold,25-34,Tennessee,22000,2019-05-11
46820,Green,35-44,Utah,10000,2019-11-05
46821,Entry,35-44,West Virginia,7500,2021-07-07
46822,Green,25-34,Illinois,15500,2019-06-25
46823,Green,65+,Texas,7000,2022-11-10
46824,Gold,65+,Massachusetts,15000,2020-11-21
46825,Green,45-54,Massachusetts,16000,2021-10-11
46826,Green,25-34,Massachusetts,12000,2022-01-29
46827,Green,45-54,New Jersey,5000,2021-08-11
46828,Green,65+,Texas,9500,2021-04-25
46829,Gold,65+,California,15000,2023-12-22
46830,Gold,45-54,Ohio,38000,2021-05-15
46831,Platinum,25-34,Texas,51500,2019-07-31
46832,Green,55-64,California,7000,2021-06-23
46833,Green,45-54,Pennsylvania,18000,2019-03-10
46834,Gold,35-44,Virginia,32500,2020-05-15
46835,Gold,25-34,Georgia,44500,2021-06-18
46836,Green,25-34,California,8000,2023-05-18
46837,Platinum,35-44,Texas,94000,2022-11-11
46838,Gold,25-34,Illinois,22500,2019-07-18
46839,Gold,35-44,Oregon,26500,2020-09-19
46840,Green,45-54,New York,12000,2022-11-25
46841,Green,65+,Maryland,9000,2021-02-14
46842,Gold,18-24,Missouri,25000,2019-05-14
46843,Green,45-54,Arizona,11500,2021-09-01
46844,Entry,25-34,Missouri,2000,2022-01-13
46845,Platinum,65+,Massachusetts,83500,2021-01-07
46846,Green,45-54,Texas,5500,2019-01-03
46847,Green,35-44,California,12000,2021-11-20
46848,Entry,35-44,Washington,3000,2020-02-26
46849,Green,45-54,Texas,14000,2022-09-06
46850,Green,35-44,Washington,18500,2023-03-14
46851,Green,65+,Texas,7000,2022-05-24
46852,Gold,65+,California,44500,2021-12-09
46853,Green,18-24,Illinois,6500,2023-04-01
46854,Green,45-54,Tennessee,14500,2022-08-05
46855,Gold,45-54,New York,38500,2020-01-17
46856,Platinum,45-54,Missouri,40500,2023-04-05
46857,Gold,55-64,Utah,15500,2022-06-29
46858,Gold,45-54,New York,38000,2022-11-13
46859,Green,25-34,New York,18000,2023-12-15
46860,Entry,45-54,Florida,7000,2022-06-28
46861,Gold,35-44,Michigan,18000,2021-04-17
46862,Platinum,35-44,California,62500,2019-04-14
46863,Entry,45-54,Minnesota,4000,2021-03-29
46864,Green,25-34,Ohio,10500,2022-09-30
46865,Green,45-54,Washington,17500,2019-06-23
46866,Platinum,55-64,Oregon,64500,2021-12-06
46867,Green,65+,California,10000,2019-09-16
46868,Green,25-34,Indiana,10000,2023-05-28
46869,Platinum,35-44,Oklahoma,70500,2019-07-16
46870,Platinum,45-54,Virginia,91500,2020-06-03
